Scheme Code,Scheme Name,NAV Date,NAV,Repurchase Price,Sale Price,AMC Code,Category,Sub Category
119551,Axis Bluechip Fund - Direct Growth,21-Aug-2023,157.7078,157.4712,157.7078,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Aug-2023,156.9301,156.6947,156.9301,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Aug-2023,157.7034,157.4668,157.7034,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Aug-2023,159.199,158.9602,159.199,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Aug-2023,157.501,157.2647,157.501,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Aug-2023,159.2076,158.9688,159.2076,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Aug-2023,161.8612,161.6184,161.8612,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Aug-2023,162.729,162.4849,162.729,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Aug-2023,166.459,166.2093,166.459,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Aug-2023,164.9799,164.7324,164.9799,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Aug-2023,162.5818,162.3379,162.5818,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Sep-2023,159.1766,158.9378,159.1766,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Sep-2023,162.0979,161.8548,162.0979,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Sep-2023,163.4356,163.1904,163.4356,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Sep-2023,163.392,163.1469,163.392,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Sep-2023,164.0063,163.7603,164.0063,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Sep-2023,161.8569,161.6141,161.8569,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Sep-2023,166.672,166.422,166.672,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Sep-2023,166.9971,166.7466,166.9971,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Sep-2023,167.2831,167.0322,167.2831,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Sep-2023,168.8069,168.5537,168.8069,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Sep-2023,169.8488,169.594,169.8488,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Sep-2023,170.3731,170.1175,170.3731,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Sep-2023,168.8251,168.5719,168.8251,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Sep-2023,169.8478,169.593,169.8478,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Sep-2023,173.7516,173.491,173.7516,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Sep-2023,176.6263,176.3614,176.6263,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Sep-2023,180.0737,179.8036,180.0737,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Sep-2023,179.0411,178.7725,179.0411,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Sep-2023,176.9866,176.7211,176.9866,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Sep-2023,176.7902,176.525,176.7902,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Sep-2023,176.9791,176.7136,176.9791,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Sep-2023,179.3737,179.1046,179.3737,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Sep-2023,175.8024,175.5387,175.8024,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Sep-2023,179.0995,178.8309,179.0995,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Sep-2023,178.8316,178.5634,178.8316,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Sep-2023,177.9871,177.7201,177.9871,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Sep-2023,175.8966,175.6328,175.8966,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Sep-2023,172.474,172.2153,172.474,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Sep-2023,174.2467,173.9853,174.2467,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Sep-2023,174.4697,174.208,174.4697,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Oct-2023,171.8388,171.581,171.8388,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Oct-2023,169.237,168.9831,169.237,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Oct-2023,168.6228,168.3699,168.6228,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Oct-2023,172.0675,171.8094,172.0675,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Oct-2023,171.6003,171.3429,171.6003,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Oct-2023,168.5737,168.3208,168.5737,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Oct-2023,168.144,167.8918,168.144,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Oct-2023,167.661,167.4095,167.661,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Oct-2023,162.3021,162.0586,162.3021,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Oct-2023,162.2613,162.0179,162.2613,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Oct-2023,161.8765,161.6337,161.8765,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Oct-2023,163.2936,163.0487,163.2936,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Oct-2023,166.982,166.7315,166.982,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Oct-2023,169.3062,169.0522,169.3062,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Oct-2023,168.8276,168.5744,168.8276,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Oct-2023,166.6534,166.4034,166.6534,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Oct-2023,171.8664,171.6086,171.8664,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Oct-2023,172.0573,171.7992,172.0573,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Oct-2023,172.1549,171.8967,172.1549,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Oct-2023,172.1739,171.9156,172.1739,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Oct-2023,172.652,172.393,172.652,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Oct-2023,172.422,172.1634,172.422,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Oct-2023,171.304,171.047,171.304,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Oct-2023,170.2484,169.993,170.2484,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Oct-2023,170.2496,169.9942,170.2496,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Oct-2023,169.2075,168.9537,169.2075,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Oct-2023,167.8278,167.5761,167.8278,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Oct-2023,168.1093,167.8571,168.1093,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Oct-2023,167.6622,167.4107,167.6622,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Oct-2023,170.7552,170.4991,170.7552,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Oct-2023,165.3915,165.1434,165.3915,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Nov-2023,167.624,167.3726,167.624,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Nov-2023,170.1975,169.9422,170.1975,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Nov-2023,166.0309,165.7819,166.0309,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Nov-2023,165.4146,165.1665,165.4146,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Nov-2023,164.7435,164.4964,164.7435,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Nov-2023,162.0269,161.7839,162.0269,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Nov-2023,160.5794,160.3385,160.5794,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Nov-2023,158.5036,158.2658,158.5036,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Nov-2023,161.8999,161.6571,161.8999,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Nov-2023,163.7825,163.5368,163.7825,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Nov-2023,166.3471,166.0976,166.3471,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Nov-2023,167.8542,167.6024,167.8542,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Nov-2023,165.6471,165.3986,165.6471,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Nov-2023,164.6707,164.4237,164.6707,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Nov-2023,165.7036,165.455,165.7036,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Nov-2023,163.3397,163.0947,163.3397,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Nov-2023,164.8026,164.5554,164.8026,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Nov-2023,164.3932,164.1466,164.3932,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Nov-2023,163.7195,163.4739,163.7195,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Nov-2023,165.1818,164.934,165.1818,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Nov-2023,166.1285,165.8793,166.1285,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Nov-2023,165.4754,165.2272,165.4754,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Nov-2023,167.8437,167.5919,167.8437,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Nov-2023,165.7334,165.4848,165.7334,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Nov-2023,167.0247,166.7742,167.0247,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Nov-2023,168.2803,168.0279,168.2803,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Nov-2023,167.7225,167.4709,167.7225,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Nov-2023,168.446,168.1933,168.446,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Nov-2023,165.9844,165.7354,165.9844,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Nov-2023,167.8913,167.6395,167.8913,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Dec-2023,167.5859,167.3345,167.5859,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Dec-2023,166.6017,166.3518,166.6017,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Dec-2023,168.7655,168.5124,168.7655,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Dec-2023,167.4066,167.1555,167.4066,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Dec-2023,164.6441,164.3971,164.6441,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Dec-2023,161.6345,161.392,161.6345,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Dec-2023,162.8746,162.6303,162.8746,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Dec-2023,160.4372,160.1965,160.4372,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Dec-2023,163.8798,163.634,163.8798,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Dec-2023,159.8511,159.6113,159.8511,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Dec-2023,163.1692,162.9244,163.1692,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Dec-2023,163.6476,163.4021,163.6476,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Dec-2023,163.5231,163.2778,163.5231,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Dec-2023,162.5192,162.2754,162.5192,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Dec-2023,163.3626,163.1176,163.3626,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Dec-2023,163.3542,163.1092,163.3542,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Dec-2023,165.5823,165.3339,165.5823,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Dec-2023,165.8755,165.6267,165.8755,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Dec-2023,166.241,165.9916,166.241,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Dec-2023,165.5821,165.3337,165.5821,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Dec-2023,165.5352,165.2869,165.5352,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Dec-2023,166.2128,165.9635,166.2128,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Dec-2023,162.8683,162.624,162.8683,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Dec-2023,160.2985,160.0581,160.2985,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Dec-2023,161.7923,161.5496,161.7923,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Dec-2023,162.1888,161.9455,162.1888,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Dec-2023,161.8956,161.6528,161.8956,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Dec-2023,161.9962,161.7532,161.9962,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Dec-2023,162.7367,162.4926,162.7367,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Dec-2023,161.7477,161.5051,161.7477,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Dec-2023,,160.0612,160.3017,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Jan-2024,160.7426,160.5015,160.7426,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Jan-2024,158.9197,158.6813,158.9197,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Jan-2024,159.7618,159.5222,159.7618,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Jan-2024,156.5616,156.3268,156.5616,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Jan-2024,158.5577,158.3199,158.5577,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Jan-2024,159.5203,159.281,159.5203,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Jan-2024,160.0742,159.8341,160.0742,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Jan-2024,162.0259,161.7829,162.0259,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Jan-2024,165.3289,165.0809,165.3289,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Jan-2024,167.4075,167.1564,167.4075,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Jan-2024,163.7763,163.5306,163.7763,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Jan-2024,161.327,161.085,161.327,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Jan-2024,160.1819,159.9416,160.1819,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Jan-2024,160.2961,160.0557,160.2961,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Jan-2024,161.356,161.114,161.356,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Jan-2024,160.0153,159.7753,160.0153,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Jan-2024,160.4379,160.1972,160.4379,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Jan-2024,159.0478,158.8092,159.0478,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Jan-2024,157.9443,157.7074,157.9443,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Jan-2024,155.3414,155.1084,155.3414,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Jan-2024,153.6825,153.452,153.6825,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Jan-2024,151.2512,151.0243,151.2512,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Jan-2024,149.5405,149.3162,149.5405,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Jan-2024,151.4911,151.2639,151.4911,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Jan-2024,149.8258,149.6011,149.8258,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Jan-2024,154.6185,154.3866,154.6185,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Jan-2024,155.5957,155.3623,155.5957,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Jan-2024,156.0031,155.7691,156.0031,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Jan-2024,154.4586,154.2269,154.4586,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Jan-2024,155.8184,155.5847,155.8184,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Jan-2024,154.8044,154.5722,154.8044,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Feb-2024,155.093,154.8604,155.093,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Feb-2024,159.9197,159.6798,159.9197,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Feb-2024,159.7993,159.5596,159.7993,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Feb-2024,162.0671,161.824,162.0671,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Feb-2024,160.7644,160.5233,160.7644,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Feb-2024,160.7612,160.5201,160.7612,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Feb-2024,164.2416,163.9952,164.2416,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Feb-2024,163.0716,162.827,163.0716,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Feb-2024,166.6835,166.4335,166.6835,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Feb-2024,168.1658,167.9136,168.1658,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Feb-2024,167.098,166.8474,167.098,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Feb-2024,168.4329,168.1803,168.4329,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Feb-2024,170.466,170.2103,170.466,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Feb-2024,171.8062,171.5485,171.8062,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Feb-2024,168.6376,168.3846,168.6376,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Feb-2024,167.2336,166.9827,167.2336,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Feb-2024,166.8038,166.5536,166.8038,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Feb-2024,166.7215,166.4714,166.7215,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Feb-2024,168.0299,167.7779,168.0299,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Feb-2024,168.4554,168.2027,168.4554,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Feb-2024,165.8234,165.5747,165.8234,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Feb-2024,166.6463,166.3963,166.6463,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Feb-2024,167.934,167.6821,167.934,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Feb-2024,169.1293,168.8756,169.1293,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Feb-2024,171.3905,171.1334,171.3905,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Feb-2024,173.1742,172.9144,173.1742,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Feb-2024,174.1977,173.9364,174.1977,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Feb-2024,174.1207,173.8595,174.1207,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Feb-2024,170.7199,170.4638,170.7199,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Mar-2024,171.6683,171.4108,171.6683,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Mar-2024,172.1648,171.9066,172.1648,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Mar-2024,172.7947,172.5355,172.7947,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Mar-2024,170.2164,169.9611,170.2164,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Mar-2024,168.0763,167.8242,168.0763,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,06-Mar-2024,170.2677,170.0123,170.2677,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,07-Mar-2024,170.255,169.9996,170.255,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,08-Mar-2024,171.7154,171.4578,171.7154,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,09-Mar-2024,171.8424,171.5846,171.8424,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,10-Mar-2024,171.9725,171.7145,171.9725,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,11-Mar-2024,173.9776,173.7166,173.9776,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,12-Mar-2024,172.9698,172.7103,172.9698,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,13-Mar-2024,173.2385,172.9786,173.2385,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,14-Mar-2024,172.3468,172.0883,172.3468,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,15-Mar-2024,171.5171,171.2598,171.5171,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,16-Mar-2024,170.9494,170.693,170.9494,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,17-Mar-2024,171.4735,171.2163,171.4735,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,18-Mar-2024,170.557,170.3012,170.557,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,19-Mar-2024,173.1954,172.9356,173.1954,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,20-Mar-2024,171.4054,171.1483,171.4054,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,21-Mar-2024,171.0896,170.833,171.0896,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,22-Mar-2024,170.2552,169.9998,170.2552,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,23-Mar-2024,173.2796,173.0197,173.2796,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,24-Mar-2024,173.7576,173.497,173.7576,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,25-Mar-2024,175.9786,175.7146,175.9786,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,26-Mar-2024,172.9119,172.6525,172.9119,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,27-Mar-2024,173.5352,173.2749,173.5352,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,28-Mar-2024,175.4572,175.194,175.4572,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,29-Mar-2024,175.7006,175.437,175.7006,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,30-Mar-2024,178.0173,177.7503,178.0173,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,31-Mar-2024,176.9835,176.718,176.9835,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,01-Apr-2024,180.0475,179.7774,180.0475,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,02-Apr-2024,185.0864,184.8088,185.0864,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,03-Apr-2024,184.3546,184.0781,184.3546,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,04-Apr-2024,183.4428,183.1676,183.4428,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,05-Apr-2024,186.7155,186.4354,186.7155,AXIS,Equity,Large Cap
