Transaction ID,Investor ID,Investor Name,Investor Type,City,State,Risk Profile,Scheme Code,Scheme Name,AMC Code,Transaction Type,Transaction Date,Amount (INR),Units,NAV at Transaction
TXN0000416,INV83TQL,Investor_0150,HUF,Delhi,Delhi,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,22-Dec-2022,2076.73,18.3016,113.4724
TXN0000417,INV8T63J,Investor_0188,HUF,Lucknow,Uttar Pradesh,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,22-Oct-2023,51575.22,173.44,297.3664
TXN0000418,INVR5UQP,Investor_0130,Corporate,Delhi,Delhi,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,04-Dec-2023,4773.6,15.0288,317.6308
TXN0000419,INVCXLL4,Investor_0076,HUF,Delhi,Delhi,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,15-Nov-2024,1965.1,24.2771,80.9447
TXN0000420,INVZKLOO,Investor_0077,Corporate,Delhi,Delhi,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,INVALID,4700.89,25.9699,181.0131
TXN0000421,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,23-Oct-2023,2001.56,32.232,62.0986
TXN0000422,INVUY0BV,Investor_0182,Corporate,Pune,Maharashtra,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,04-May-2024,101656.13,475.1208,213.9585
TXN0000423,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,06-Dec-2024,53083.05,368.8944,143.8977
TXN0000424,INVRC11E,Investor_0028,Corporate,Bengaluru,Karnataka,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,26-Apr-2022,1821.23,9.5392,190.9197
TXN0000425,INV9CHJ7,Investor_0052,HUF,Delhi,Delhi,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,27-Oct-2022,10366.78,48.3157,214.5632
TXN0000426,INVO6QJI,Investor_0016,Individual,Pune,Maharashtra,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,15-Jul-2024,485.87,1.5262,318.3469
TXN0000427,INVLC58D,Investor_0027,Individual,Pune,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,07-Mar-2024,5242.41,17.3264,302.5672
TXN0000428,INV6T4UF,Investor_0061,Corporate,Jaipur,Rajasthan,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,04-Mar-2024,542.65,3.4093,159.1667
TXN0000429,INVEYUHZ,Investor_0107,HUF,Kolkata,West Bengal,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,30-May-2023,451.3,6.7326,67.0318
TXN0000430,INV9CHJ7,Investor_0052,HUF,Delhi,Delhi,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,24-Jan-2024,5411.49,19.4373,278.4073
TXN0000431,INVIA5U6,Investor_0194,Individual,Mumbai,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,01-Feb-2023,5276.15,28.3425,186.1569
TXN0000432,INVCXLL4,Investor_0076,HUF,Delhi,Delhi,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,22-Dec-2022,937.4,11.8574,79.0561
TXN0000433,INV3R30M,Investor_0189,Individual,Delhi,Delhi,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,26-Jul-2023,45406.34,335.692,135.2619
TXN0000434,INVYZ7SR,Investor_0143,Corporate,Bengaluru,Karnataka,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,07-Jun-2023,2033.59,7.6163,267.0048
TXN0000435,INVY6DPB,Investor_0002,HUF,Pune,Maharashtra,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,23-Oct-2023,1815.98,32.0576,56.6474
TXN0000436,INV1W1HT,Investor_0153,Individual,Hyderabad,Telangana,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,04-Jan-2024,9981.1,70.4816,141.6128
TXN0000437,INVDW2PC,Investor_0019,Individual,Lucknow,Uttar Pradesh,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,02-Dec-2024,5456.99,69.5331,78.4805
TXN0000438,INVH9SDB,Investor_0018,HUF,Bengaluru,Karnataka,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,06-Apr-2024,50430.8,411.6834,122.499
TXN0000439,INV5KXVF,Investor_0024,HUF,Lucknow,Uttar Pradesh,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,10-Nov-2023,5163.33,88.9967,58.0171
TXN0000440,INVCKJLT,Investor_0093,HUF,Jaipur,Rajasthan,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,19-Jan-2022,109932.62,338.7363,324.5375
TXN0000441,INVHT0HL,Investor_0030,Corporate,Mumbai,Maharashtra,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,15-May-2023,5404.5,68.2289,79.2113
TXN0000442,INVNHJ7X,Investor_0011,Corporate,Delhi,Delhi,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,03-Aug-2023,977.18,15.3858,63.512
TXN0000443,INV30T9N,Investor_0007,Corporate,Chennai,Tamil Nadu,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,31-Aug-2023,99736.09,793.8414,125.6373
TXN0000444,INV5PSQ0,Investor_0167,HUF,Pune,Maharashtra,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,09-Dec-2022,1089.64,5.0008,217.8935
TXN0000445,INV08P0F,Investor_0198,HUF,Kolkata,West Bengal,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,08-Mar-2023,512.69,3.5502,144.413
TXN0000446,INV90PDW,Investor_0172,Individual,Kolkata,West Bengal,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,10-Jun-2024,941.12,3.5508,265.0445
TXN0000447,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,11-Nov-2023,495.92,2.2276,222.6207
TXN0000448,INVIDKWN,Investor_0010,Individual,Ahmedabad,Gujarat,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,31-May-2023,467.8,1.8163,257.5577
TXN0000449,INVYZ7SR,Investor_0143,Corporate,Bengaluru,Karnataka,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,14-Apr-2024,5410.99,22.3297,242.3225
TXN0000450,INVYOFQE,Investor_0100,Corporate,Kolkata,West Bengal,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,08-Mar-2024,48164.04,458.5636,105.0324
TXN0000451,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,10-May-2022,514.14,2.3317,220.504
TXN0000452,INVIA5U6,Investor_0194,Individual,Mumbai,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,26-Oct-2024,971.54,3.2922,295.103
TXN0000453,INVRC11E,Investor_0028,Corporate,Bengaluru,Karnataka,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,15-Jun-2024,956.3,3.5489,269.4635
TXN0000454,INV8P0TV,Investor_0098,HUF,Jaipur,Rajasthan,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,27-Mar-2023,93126.47,472.4194,197.1267
TXN0000455,INV7UR23,Investor_0035,HUF,Chennai,Tamil Nadu,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,23-Oct-2022,10920.27,41.3545,264.065
TXN0000456,INVZKLOO,Investor_0077,Corporate,Delhi,Delhi,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,11-Jan-2022,1849.29,33.1181,55.8393
TXN0000457,INVQX6GV,Investor_0147,HUF,Pune,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,06-Dec-2023,960.94,3.4268,280.4215
TXN0000458,INV3KX7E,Investor_0055,Individual,Ahmedabad,Gujarat,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,29-Mar-2023,1864.38,6.2465,298.4676
TXN0000459,INV49ITN,Investor_0158,Individual,Jaipur,Rajasthan,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,22-Apr-2022,936.27,2.7999,334.3979
TXN0000460,INVYV37D,Investor_0193,Individual,Lucknow,Uttar Pradesh,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,18-May-2022,958.13,5.1144,187.3379
TXN0000461,INV5935A,Investor_0065,HUF,Jaipur,Rajasthan,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,02-Jan-2024,109030.8,461.2325,236.3901
TXN0000462,INVCWI64,Investor_0033,Individual,Bengaluru,Karnataka,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,01-Feb-2023,10239.03,57.5724,177.8462
TXN0000463,INVGDSWM,Investor_0082,HUF,Bengaluru,Karnataka,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,19-Sep-2023,25581.71,267.0484,95.7943
TXN0000464,INVYFPMV,Investor_0178,Individual,Hyderabad,Telangana,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,27-May-2024,26538.5,85.3492,310.9403
TXN0000465,INV9UZFK,Investor_0044,Individual,Pune,Maharashtra,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,12-Jun-2024,5285.66,27.9333,189.2241
TXN0000466,INV9T7E8,Investor_0071,Individual,Kolkata,West Bengal,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,05-Aug-2024,26889.43,341.033,78.847
TXN0000467,INVZP08J,Investor_0115,Corporate,Ahmedabad,Gujarat,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Redemption,26-Dec-2022,101033.44,1649.4501,61.2528
TXN0000468,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,14-Oct-2022,10717.43,38.5567,277.9657
TXN0000469,INVQVKIZ,Investor_0138,HUF,Pune,Maharashtra,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,08-Feb-2022,1045.49,4.0873,255.7925
TXN0000470,INVR5UQP,Investor_0130,Corporate,Delhi,Delhi,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,12-Mar-2023,52692.0,384.7673,136.9451
TXN0000471,INVIDKWN,Investor_0010,Individual,Ahmedabad,Gujarat,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,01-Nov-2022,103078.16,527.2187,195.5131
TXN0000472,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,23-Oct-2024,9267.76,36.8496,251.5022
TXN0000473,INVGB7R3,Investor_0131,Corporate,Kolkata,West Bengal,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,05-May-2023,25010.84,162.9448,153.4927
TXN0000474,INV49ITN,Investor_0158,Individual,Jaipur,Rajasthan,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-Out,02-Jan-2023,1978.49,5.0744,389.8972
TXN0000475,INVD84U8,Investor_0145,Individual,Hyderabad,Telangana,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,24-Mar-2022,108783.51,550.1218,197.7444
TXN0000476,INVZHWJR,Investor_0057,HUF,Jaipur,Rajasthan,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,25-Apr-2023,952.87,10.568,90.1659
TXN0000477,INVNHJ7X,Investor_0011,Corporate,Delhi,Delhi,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,20-Jul-2024,24440.47,100.6991,242.7079
TXN0000478,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,03-Dec-2024,1040.75,5.5382,187.9222
TXN0000479,INVQLGZU,Investor_0163,HUF,Bengaluru,Karnataka,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,15-Feb-2024,1950.66,8.9179,218.7353
TXN0000480,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,02-Apr-2023,9752.66,31.0047,314.5541
TXN0000481,INVUK9E1,Investor_0133,Individual,Kolkata,West Bengal,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,14-Sep-2024,24934.31,112.165,222.3003
TXN0000482,INVVIFTT,Investor_0155,Corporate,Jaipur,Rajasthan,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,17-Apr-2023,1975.96,9.2771,212.9942
TXN0000483,INVN9T84,Investor_0020,Corporate,Hyderabad,Telangana,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,19-Nov-2022,4650.24,23.3829,198.8732
TXN0000484,INVCKJLT,Investor_0093,HUF,Jaipur,Rajasthan,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,08-Nov-2023,4914.61,21.2052,231.7642
TXN0000485,INVX4W6X,Investor_0185,Individual,Chennai,Tamil Nadu,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,27-Nov-2022,99580.42,642.8616,154.9018
TXN0000486,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,26-Nov-2022,4543.14,18.9674,239.5234
TXN0000487,INV7UR23,Investor_0035,HUF,Chennai,Tamil Nadu,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,13-Jun-2023,1822.36,12.8941,141.333
TXN0000488,INVCGVYI,Investor_0047,Corporate,Chennai,Tamil Nadu,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,04-Aug-2023,537.85,2.8824,186.6008
TXN0000489,INVXEPQ8,Investor_0022,Corporate,Jaipur,Rajasthan,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,16-Dec-2022,107346.05,567.9436,189.0083
TXN0000490,INVZHWJR,Investor_0057,HUF,Jaipur,Rajasthan,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,08-Jan-2023,2117.85,8.9988,235.3492
TXN0000491,INV2O7S3,Investor_0160,Corporate,Lucknow,Uttar Pradesh,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,03-Dec-2023,2089.67,10.4012,200.9069
TXN0000492,INVJ43D5,Investor_0117,Corporate,Delhi,Delhi,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,29-Feb-2024,945.96,4.5627,207.3241
TXN0000493,INVCIYHE,Investor_0034,Individual,Jaipur,Rajasthan,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,29-Oct-2024,5022.71,23.867,210.4457
TXN0000494,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,21-Mar-2022,935.48,4.2733,218.9139
TXN0000495,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,24-Sep-2022,996.45,5.0728,196.4304
TXN0000496,INVVIFTT,Investor_0155,Corporate,Jaipur,Rajasthan,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,29-Jan-2024,50220.44,268.6333,186.9479
TXN0000497,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,14-Sep-2024,5438.42,26.4973,205.2444
TXN0000498,INVD5EQY,Investor_0197,Individual,Ahmedabad,Gujarat,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,06-Jun-2023,985.1,4.9684,198.2741
TXN0000499,INVYLURT,Investor_0123,HUF,Bengaluru,Karnataka,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,16-Apr-2024,10196.58,59.7993,170.5134
TXN0000500,INV0L725,Investor_0066,HUF,Chennai,Tamil Nadu,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,30-Aug-2022,507.8,3.1058,163.5005
TXN0000501,INVV2ISQ,Investor_0134,Individual,Mumbai,Maharashtra,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,09-Oct-2023,5187.77,39.0252,132.9338
TXN0000502,INV9MX2X,Investor_0105,Individual,Ahmedabad,Gujarat,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,04-Jun-2023,1970.43,36.068,54.6309
TXN0000503,INV3J2D5,Investor_0067,Corporate,Ahmedabad,Gujarat,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,24-Mar-2024,25559.4,141.7746,180.282
TXN0000504,INVIA5U6,Investor_0194,Individual,Mumbai,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,17-Sep-2024,93574.39,427.6242,218.8239
TXN0000505,INV5935A,Investor_0065,HUF,Jaipur,Rajasthan,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,26-Mar-2024,26370.97,84.7932,311.0034
TXN0000506,INV3R30M,Investor_0189,Individual,Delhi,Delhi,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,28-Nov-2022,4946.59,15.4975,319.1869
TXN0000507,INVLA753,Investor_0026,Individual,Hyderabad,Telangana,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,17-Apr-2022,52860.81,250.3707,211.1302
TXN0000508,INVHOCN9,Investor_0042,Corporate,Hyderabad,Telangana,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,23-Aug-2024,1064.65,3.0478,349.3188
TXN0000509,INV7PZE9,Investor_0154,HUF,Kolkata,West Bengal,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,30-Jan-2024,952.62,3.4753,274.1147
TXN0000510,INVAZYTJ,Investor_0021,Individual,Delhi,Delhi,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,31-Mar-2024,54306.85,209.6008,259.0966
TXN0000511,INV49ITN,Investor_0158,Individual,Jaipur,Rajasthan,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,25-Dec-2022,544.57,2.4079,226.1562
TXN0000512,INVI1B0Z,Investor_0164,HUF,Chennai,Tamil Nadu,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,27-Nov-2024,470.17,3.4058,138.0496
TXN0000513,INVUJZA7,Investor_0074,Individual,Ahmedabad,Gujarat,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,15-Mar-2022,5115.19,25.9031,197.4743
TXN0000514,INVCKJLT,Investor_0093,HUF,Jaipur,Rajasthan,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,20-Jul-2023,1834.74,8.1888,224.0561
TXN0000515,INVBNP84,Investor_0200,Individual,Lucknow,Uttar Pradesh,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,15-Feb-2023,49054.51,184.5819,265.7601
TXN0000516,INVUK9E1,Investor_0133,Individual,Kolkata,West Bengal,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,14-Dec-2023,1009.92,5.4359,185.787
TXN0000517,INVY9V86,Investor_0089,Corporate,Lucknow,Uttar Pradesh,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,07-Apr-2024,4954.76,15.2051,325.8614
TXN0000518,INVWRDML,Investor_0148,HUF,Jaipur,Rajasthan,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,07-Aug-2022,1962.85,13.5549,144.8072
TXN0000519,INVCBPLJ,Investor_0144,HUF,Ahmedabad,Gujarat,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,28-Aug-2022,9679.93,40.5579,238.6697
TXN0000520,INVOCWBF,Investor_0132,Corporate,Pune,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,12-Feb-2024,10388.38,36.9079,281.4678
TXN0000521,INVD84U8,Investor_0145,Individual,Hyderabad,Telangana,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,28-Jul-2024,27306.19,297.0366,91.9287
TXN0000522,INVU2GC5,Investor_0175,Individual,Mumbai,Maharashtra,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,13-Jun-2023,498.2,3.975,125.3344
TXN0000523,INVH9SDB,Investor_0018,HUF,Bengaluru,Karnataka,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,24-Apr-2024,5300.16,20.6252,256.9755
TXN0000524,INV60RJI,Investor_0091,Corporate,Chennai,Tamil Nadu,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,24-Jun-2023,520.08,3.8935,133.5778
TXN0000525,INV5OWF7,Investor_0064,Individual,Mumbai,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,02-Dec-2023,51736.98,154.68,334.4775
TXN0000526,INVN9T84,Investor_0020,Corporate,Hyderabad,Telangana,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,24-Mar-2023,96277.46,580.4911,165.8552
TXN0000527,INVQX6GV,Investor_0147,HUF,Pune,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,13-Feb-2023,4999.0,18.9551,263.7289
TXN0000528,INV6T4UF,Investor_0061,Corporate,Jaipur,Rajasthan,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,27-May-2023,4729.21,19.2353,245.8611
TXN0000529,INV7S55J,Investor_0159,HUF,Mumbai,Maharashtra,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,10-Jun-2022,923.98,10.0163,92.2477
TXN0000530,INV2KNFT,Investor_0174,HUF,Bengaluru,Karnataka,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,28-Mar-2022,526.42,4.0426,130.2174
TXN0000531,INVP0LZJ,Investor_0124,Individual,Jaipur,Rajasthan,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,17-Jul-2023,24961.7,341.3001,73.1371
TXN0000532,INV1GHR0,Investor_0126,Individual,Lucknow,Uttar Pradesh,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-Out,20-Sep-2022,9795.76,28.3641,345.358
TXN0000533,INV1IBLJ,Investor_0014,Individual,Mumbai,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,08-Mar-2022,108793.09,722.6462,150.5482
TXN0000534,INV9TZE5,Investor_0129,Corporate,Pune,Maharashtra,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,04-Sep-2022,1982.88,28.1629,70.4075
TXN0000535,INVXPJ4H,Investor_0179,HUF,Kolkata,West Bengal,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,25-Jan-2022,25946.05,117.4207,220.9666
TXN0000536,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,16-Jun-2023,965.09,4.0954,235.6501
TXN0000537,INVE6IVW,Investor_0048,HUF,Mumbai,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,04-Dec-2023,4769.41,39.0606,122.1028
TXN0000538,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,02-Feb-2024,47105.32,182.879,257.5764
TXN0000539,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,26-Sep-2022,93597.78,276.6942,338.2716
TXN0000540,INVWRDML,Investor_0148,HUF,Jaipur,Rajasthan,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,04-Jun-2024,10608.18,42.2641,250.9977
TXN0000541,INV8P0TV,Investor_0098,HUF,Jaipur,Rajasthan,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,20-Jan-2022,1989.19,9.6889,205.3051
TXN0000542,INVVS4F8,Investor_0046,Individual,Bengaluru,Karnataka,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,24-Nov-2024,2198.22,7.6314,288.0493
TXN0000543,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,08-Apr-2022,9501.95,151.2698,62.8146
TXN0000544,INVXEQBN,Investor_0102,HUF,Hyderabad,Telangana,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,05-Jun-2023,471.55,2.0023,235.5011
TXN0000545,INVXR2DH,Investor_0122,Individual,Pune,Maharashtra,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,08-Jan-2024,23798.85,112.0239,212.4444
TXN0000546,INVCBPLJ,Investor_0144,HUF,Ahmedabad,Gujarat,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,06-Sep-2022,22599.18,116.2997,194.3185
TXN0000547,INVWZS3T,Investor_0090,HUF,Jaipur,Rajasthan,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,06-Aug-2023,2191.75,9.5665,229.1078
TXN0000548,INV60RJI,Investor_0091,Corporate,Chennai,Tamil Nadu,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,04-Jul-2024,105494.89,1529.1707,68.9883
