scheme_code,scheme_name,nav,nav_date,repurchase_price,sale_price,amc_name,code_valid,is_duplicate,_source_file,_ingested_at,_schema_valid
120503,Mirae Asset Large Cap Fund — Growth,18.128,2024-02-04,17.9467,18.128,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
122639,SBI Small Cap Fund — Growth,260.9256,2024-02-04,258.3163,260.9256,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
125497,HDFC Mid-Cap Opportunities Fund — Growth,120.9829,2024-02-04,119.7731,120.9829,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
118989,ICICI Prudential Technology Fund — Growth,326.1347,2024-02-04,322.8734,326.1347,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
119551,Axis Bluechip Fund — Growth,95.4396,2024-02-05,94.4852,95.4396,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
120503,Mirae Asset Large Cap Fund — Growth,348.5595,2024-02-05,345.0739,348.5595,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
122639,SBI Small Cap Fund — Growth,199.5003,2024-02-05,197.5053,199.5003,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
125497,HDFC Mid-Cap Opportunities Fund — Growth,468.9977,2024-02-05,464.3077,468.9977,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
118989,ICICI Prudential Technology Fund — Growth,77.3853,2024-02-05,76.6114,77.3853,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
119551,Axis Bluechip Fund — Growth,177.1225,2024-02-06,175.3513,177.1225,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
120503,Mirae Asset Large Cap Fund — Growth,65.602,2024-02-06,64.946,65.602,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
122639,SBI Small Cap Fund — Growth,463.0999,2024-02-06,458.4689,463.0999,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
125497,HDFC Mid-Cap Opportunities Fund — Growth,439.8963,2024-02-06,435.4973,439.8963,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
118989,ICICI Prudential Technology Fund — Growth,136.3914,2024-02-06,135.0275,136.3914,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
119551,Axis Bluechip Fund — Growth,333.3922,2024-02-07,330.0583,333.3922,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
120503,Mirae Asset Large Cap Fund — Growth,410.4389,2024-02-07,406.3345,410.4389,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
122639,SBI Small Cap Fund — Growth,282.0484,2024-02-07,279.2279,282.0484,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
125497,HDFC Mid-Cap Opportunities Fund — Growth,269.5288,2024-02-07,266.8335,269.5288,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
118989,ICICI Prudential Technology Fund — Growth,128.5076,2024-02-07,127.2225,128.5076,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
119551,Axis Bluechip Fund — Growth,55.6204,2024-02-08,55.0642,55.6204,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
120503,Mirae Asset Large Cap Fund — Growth,449.6357,2024-02-08,445.1393,449.6357,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
122639,SBI Small Cap Fund — Growth,451.2048,2024-02-08,446.6928,451.2048,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
125497,HDFC Mid-Cap Opportunities Fund — Growth,320.2197,2024-02-08,317.0175,320.2197,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
118989,ICICI Prudential Technology Fund — Growth,176.1246,2024-02-08,174.3634,176.1246,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
119551,Axis Bluechip Fund — Growth,181.1127,2024-02-09,179.3016,181.1127,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
120503,Mirae Asset Large Cap Fund — Growth,365.7183,2024-02-09,362.0611,365.7183,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
122639,SBI Small Cap Fund — Growth,449.584,2024-02-09,445.0882,449.584,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
125497,HDFC Mid-Cap Opportunities Fund — Growth,444.6723,2024-02-09,440.2256,444.6723,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
118989,ICICI Prudential Technology Fund — Growth,392.139,2024-02-09,388.2176,392.139,Demo AMC,True,False,demo_nav_data.csv,2026-06-12T18:44:29,True
-1,BAD_CODE,100.0,2024-01-01,99.0,100.0,Demo,False,False,demo_nav_data.csv,2026-06-12T18:44:29,True
,NULL_CODE,,,,,Demo,False,False,demo_nav_data.csv,2026-06-12T18:44:29,True
