scheme_code,scheme_name,nav_date,nav,repurchase_price,sale_price,amc_code,category,sub_category
119551,Axis Bluechip Fund - Direct Growth,2024-05-16,192.1077,191.8195,192.1077,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-17,192.9556,192.6662,192.9556,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-20,198.9851,198.6866,198.9851,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-21,197.1585,196.8628,197.1585,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-22,193.974,193.683,193.974,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-23,192.3502,192.0617,192.3502,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-24,192.3507,192.0622,192.3507,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-27,196.0306,195.7366,196.0306,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-28,196.0704,195.7763,196.0704,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-29,198.9449,198.6465,198.9449,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-30,205.0571,204.7495,205.0571,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-05-31,203.8328,203.5271,203.8328,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-03,207.1007,206.79,207.1007,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-04,211.773,211.4553,211.773,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-05,213.3416,213.0216,213.3416,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-06,212.5071,212.1883,212.5071,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-07,214.0983,213.7772,214.0983,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-10,220.6785,220.3475,220.6785,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-11,223.5915,223.2561,223.5915,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-12,226.8183,226.4781,226.8183,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-13,230.671,230.325,230.671,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-14,232.5589,232.2101,232.5589,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-17,236.1491,235.7949,236.1491,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-18,233.9285,233.5776,233.9285,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-19,235.057,234.7044,235.057,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-20,234.0415,233.6904,234.0415,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-21,234.2158,233.8645,234.2158,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-24,238.7717,238.4135,238.7717,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-25,234.9709,234.6184,234.9709,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-26,237.1691,236.8133,237.1691,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-27,239.101,238.7423,239.101,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-06-28,245.4035,245.0354,245.4035,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-01,246.1687,245.7994,246.1687,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-02,250.927,250.5506,250.927,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-03,250.7404,250.3643,250.7404,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-04,251.6802,251.3027,251.6802,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-05,253.6168,253.2364,253.6168,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-08,253.7162,253.3356,253.7162,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-09,257.0865,256.7009,257.0865,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-10,254.0225,253.6415,254.0225,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-11,254.5294,254.1476,254.5294,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-12,252.4928,252.1141,252.4928,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-15,250.0469,249.6718,250.0469,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-16,251.2788,250.9019,251.2788,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-17,256.0999,255.7158,256.0999,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-18,256.0003,255.6163,256.0003,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-19,254.3971,254.0155,254.3971,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-22,249.1759,248.8021,249.1759,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-23,250.5913,250.2154,250.5913,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-24,249.1818,248.808,249.1818,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-25,246.2278,245.8585,246.2278,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-26,248.4193,248.0467,248.4193,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-29,243.9521,243.5862,243.9521,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-30,246.6037,246.2338,246.6037,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-07-31,248.6264,248.2535,248.6264,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-01,248.43,248.0574,248.43,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-02,254.0345,253.6534,254.0345,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-05,244.4348,244.0681,244.4348,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-06,244.3989,244.0323,244.3989,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-07,245.2103,244.8425,245.2103,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-08,244.5985,244.2316,244.5985,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-09,245.7297,245.3611,245.7297,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-12,246.285,245.9156,246.285,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-13,249.6856,249.3111,249.6856,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-14,250.8124,250.4362,250.8124,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-15,252.2874,251.909,252.2874,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-16,254.1133,253.7321,254.1133,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-19,261.8662,261.4734,261.8662,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-20,262.5885,262.1946,262.5885,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-21,264.9277,264.5303,264.9277,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-22,264.7484,264.3513,264.7484,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-23,269.4295,269.0254,269.4295,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-26,273.2127,272.8029,273.2127,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-27,268.6311,268.2282,268.6311,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-28,269.1515,268.7478,269.1515,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-29,267.0595,266.6589,267.0595,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-08-30,269.8603,269.4555,269.8603,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-02,260.591,260.2001,260.591,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-03,259.2808,258.8919,259.2808,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-04,251.8429,251.4651,251.8429,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-05,247.1569,246.7862,247.1569,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-06,249.5111,249.1368,249.5111,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-09,250.5124,250.1366,250.5124,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-10,250.4692,250.0935,250.4692,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-11,250.5586,250.1828,250.5586,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-12,247.176,246.8052,247.176,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-13,251.7341,251.3565,251.7341,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-16,254.0956,253.7145,254.0956,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-17,254.8326,254.4504,254.8326,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-18,248.6909,248.3179,248.6909,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-19,248.0527,247.6806,248.0527,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-20,246.1219,245.7527,246.1219,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-23,247.8679,247.4961,247.8679,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-24,249.8732,249.4984,249.8732,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-25,248.2605,247.8881,248.2605,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-26,250.0656,249.6905,250.0656,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-27,254.3648,253.9833,254.3648,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-09-30,255.6793,255.2958,255.6793,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-01,257.9238,257.5369,257.9238,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-02,259.2448,258.8559,259.2448,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-03,262.1334,261.7402,262.1334,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-04,264.2363,263.8399,264.2363,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-07,270.3704,269.9648,270.3704,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-08,271.1196,270.7129,271.1196,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-09,277.9798,277.5628,277.9798,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-10,275.792,275.3783,275.792,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-11,281.6475,281.225,281.6475,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-14,278.8186,278.4004,278.8186,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-15,277.8583,277.4415,277.8583,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-16,279.3837,278.9646,279.3837,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-17,281.2483,280.8264,281.2483,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-18,279.4246,279.0055,279.4246,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-21,292.8097,292.3705,292.8097,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-22,294.4599,294.0182,294.4599,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-23,294.712,294.2699,294.712,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-24,295.2544,294.8115,295.2544,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-25,297.5462,297.0999,297.5462,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-28,287.4689,287.0377,287.4689,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-29,288.9611,288.5277,288.9611,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-30,291.3209,290.8839,291.3209,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-10-31,289.7483,289.3137,289.7483,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-01,295.3369,294.8939,295.3369,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-04,286.9969,286.5664,286.9969,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-05,290.7179,290.2818,290.7179,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-06,296.7088,296.2637,296.7088,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-07,295.1936,294.7508,295.1936,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-08,299.1327,298.684,299.1327,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-11,301.9,301.4472,301.9,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-12,304.384,303.9274,304.384,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-13,298.7478,298.2997,298.7478,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-14,304.1607,303.7045,304.1607,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-15,309.3196,308.8556,309.3196,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-18,310.6565,310.1905,310.6565,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-19,311.7525,311.2849,311.7525,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-20,309.8185,309.3538,309.8185,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-21,307.4455,306.9843,307.4455,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-22,307.4742,307.013,307.4742,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-25,312.8125,312.3433,312.8125,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-26,315.8344,315.3606,315.8344,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-27,305.1647,304.707,305.1647,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-28,309.4935,309.0293,309.4935,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-11-29,303.1561,302.7014,303.1561,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-02,293.5116,293.0713,293.5116,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-03,297.7176,297.271,297.7176,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-04,296.1658,295.7216,296.1658,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-05,297.5157,297.0694,297.5157,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-06,297.4672,297.021,297.4672,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-09,295.1906,294.7478,295.1906,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-10,298.8377,298.3894,298.8377,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-11,297.1866,296.7408,297.1866,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-12,291.7543,291.3167,291.7543,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-13,290.3721,289.9365,290.3721,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-16,297.7222,297.2756,297.7222,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-17,296.5935,296.1486,296.5935,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-18,295.5674,295.124,295.5674,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-19,303.0515,302.5969,303.0515,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-20,304.5617,304.1049,304.5617,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-23,311.1769,310.7101,311.1769,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-24,310.3341,309.8686,310.3341,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-26,309.5848,309.1204,309.5848,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-27,309.5704,309.106,309.5704,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-30,315.5914,315.118,315.5914,AXIS,Equity,Large Cap
119551,Axis Bluechip Fund - Direct Growth,2024-12-31,315.412,314.9389,315.412,AXIS,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-03,171.8705,171.6127,171.8705,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-04,172.6539,172.3949,172.6539,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-05,174.7907,174.5285,174.7907,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-06,168.7858,168.5326,168.7858,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-07,173.0832,172.8236,173.0832,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-10,173.1138,172.8541,173.1138,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-11,174.456,174.1943,174.456,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-12,172.3205,172.062,172.3205,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-13,171.0996,170.843,171.0996,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-14,175.0979,174.8353,175.0979,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-17,177.1935,176.9277,177.1935,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-18,178.3184,178.0509,178.3184,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-19,178.7116,178.4435,178.7116,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-20,179.5658,179.2965,179.5658,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-21,184.8165,184.5393,184.8165,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-24,187.6925,187.411,187.6925,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-25,190.2576,189.9722,190.2576,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-26,193.0438,192.7542,193.0438,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-27,194.6007,194.3088,194.6007,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-28,192.0094,191.7214,192.0094,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-01-31,194.013,193.722,194.013,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-01,192.3345,192.046,192.3345,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-02,192.2634,191.975,192.2634,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-03,193.0988,192.8092,193.0988,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-04,193.9207,193.6298,193.9207,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-07,199.9955,199.6955,199.9955,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-08,199.4895,199.1903,199.4895,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-09,201.8772,201.5744,201.8772,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-10,204.8395,204.5322,204.8395,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-11,201.9039,201.601,201.9039,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-14,204.5745,204.2676,204.5745,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-15,208.0335,207.7214,208.0335,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-16,207.7421,207.4305,207.7421,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-17,208.1382,207.826,208.1382,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-18,207.7892,207.4775,207.7892,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-21,201.7943,201.4916,201.7943,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-22,205.7362,205.4276,205.7362,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-23,203.7275,203.4219,203.7275,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-24,201.3853,201.0832,201.3853,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-25,196.2619,195.9675,196.2619,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-02-28,195.6765,195.383,195.6765,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-01,198.1259,197.8287,198.1259,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-02,196.5691,196.2742,196.5691,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-03,201.9608,201.6579,201.9608,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-04,204.4209,204.1143,204.4209,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-07,203.1911,202.8863,203.1911,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-08,199.8842,199.5844,199.8842,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-09,196.0175,195.7235,196.0175,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-10,198.5012,198.2034,198.5012,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-11,204.3921,204.0855,204.3921,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-14,210.9368,210.6204,210.9368,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-15,213.1814,212.8616,213.1814,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-16,215.2081,214.8853,215.2081,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-17,216.0204,215.6964,216.0204,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-18,216.3769,216.0523,216.3769,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-21,213.7939,213.4732,213.7939,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-22,209.5361,209.2218,209.5361,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-23,209.3726,209.0585,209.3726,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-24,206.9725,206.662,206.9725,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-25,204.3143,204.0078,204.3143,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-28,210.7198,210.4037,210.7198,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-29,206.8329,206.5227,206.8329,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-30,204.4594,204.1527,204.4594,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-03-31,206.8494,206.5391,206.8494,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-04-01,204.4934,204.1867,204.4934,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-04-04,203.1471,202.8424,203.1471,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-04-05,203.4852,203.18,203.4852,MIRAE,Equity,Large Cap
120503,Mirae Asset Large Cap Fund - Direct Growth,2022-04-06,200.3091,200.0086,200.3091,MIRAE,Equity,Large Cap
