transaction_id,investor_id,investor_name,investor_type,city,state,risk_profile,scheme_code,scheme_name,amc_code,transaction_type,transaction_date,amount_inr,units,nav_at_transaction
TXN0000447,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,2023-11-11,495.92,2.2276,222.6207
TXN0000448,INVIDKWN,Investor_0010,Individual,Ahmedabad,Gujarat,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,2023-05-31,467.8,1.8163,257.5577
TXN0000449,INVYZ7SR,Investor_0143,Corporate,Bengaluru,Karnataka,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,2024-04-14,5410.99,22.3297,242.3225
TXN0000450,INVYOFQE,Investor_0100,Corporate,Kolkata,West Bengal,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2024-03-08,48164.04,458.5636,105.0324
TXN0000451,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,2022-05-10,514.14,2.3317,220.504
TXN0000452,INVIA5U6,Investor_0194,Individual,Mumbai,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2024-10-26,971.54,3.2922,295.103
TXN0000453,INVRC11E,Investor_0028,Corporate,Bengaluru,Karnataka,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,2024-06-15,956.3,3.5489,269.4635
TXN0000454,INV8P0TV,Investor_0098,HUF,Jaipur,Rajasthan,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,2023-03-27,93126.47,472.4194,197.1267
TXN0000455,INV7UR23,Investor_0035,HUF,Chennai,Tamil Nadu,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,2022-10-23,10920.27,41.3545,264.065
TXN0000456,INVZKLOO,Investor_0077,Corporate,Delhi,Delhi,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,2022-01-11,1849.29,33.1181,55.8393
TXN0000457,INVQX6GV,Investor_0147,HUF,Pune,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,2023-12-06,960.94,3.4268,280.4215
TXN0000458,INV3KX7E,Investor_0055,Individual,Ahmedabad,Gujarat,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,2023-03-29,1864.38,6.2465,298.4676
TXN0000459,INV49ITN,Investor_0158,Individual,Jaipur,Rajasthan,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,2022-04-22,936.27,2.7999,334.3979
TXN0000460,INVYV37D,Investor_0193,Individual,Lucknow,Uttar Pradesh,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2022-05-18,958.13,5.1144,187.3379
TXN0000461,INV5935A,Investor_0065,HUF,Jaipur,Rajasthan,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,2024-01-02,109030.8,461.2325,236.3901
TXN0000462,INVCWI64,Investor_0033,Individual,Bengaluru,Karnataka,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2023-02-01,10239.03,57.5724,177.8462
TXN0000463,INVGDSWM,Investor_0082,HUF,Bengaluru,Karnataka,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2023-09-19,25581.71,267.0484,95.7943
TXN0000464,INVYFPMV,Investor_0178,Individual,Hyderabad,Telangana,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2024-05-27,26538.5,85.3492,310.9403
TXN0000465,INV9UZFK,Investor_0044,Individual,Pune,Maharashtra,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2024-06-12,5285.66,27.9333,189.2241
TXN0000466,INV9T7E8,Investor_0071,Individual,Kolkata,West Bengal,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2024-08-05,26889.43,341.033,78.847
TXN0000467,INVZP08J,Investor_0115,Corporate,Ahmedabad,Gujarat,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Redemption,2022-12-26,101033.44,1649.4501,61.2528
TXN0000468,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2022-10-14,10717.43,38.5567,277.9657
TXN0000469,INVQVKIZ,Investor_0138,HUF,Pune,Maharashtra,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,2022-02-08,1045.49,4.0873,255.7925
TXN0000470,INVR5UQP,Investor_0130,Corporate,Delhi,Delhi,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,2023-03-12,52692.0,384.7673,136.9451
TXN0000471,INVIDKWN,Investor_0010,Individual,Ahmedabad,Gujarat,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2022-11-01,103078.16,527.2187,195.5131
TXN0000472,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2024-10-23,9267.76,36.8496,251.5022
TXN0000473,INVGB7R3,Investor_0131,Corporate,Kolkata,West Bengal,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,2023-05-05,25010.84,162.9448,153.4927
TXN0000474,INV49ITN,Investor_0158,Individual,Jaipur,Rajasthan,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-Out,2023-01-02,1978.49,5.0744,389.8972
TXN0000475,INVD84U8,Investor_0145,Individual,Hyderabad,Telangana,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2022-03-24,108783.51,550.1218,197.7444
TXN0000476,INVZHWJR,Investor_0057,HUF,Jaipur,Rajasthan,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,2023-04-25,952.87,10.568,90.1659
TXN0000477,INVNHJ7X,Investor_0011,Corporate,Delhi,Delhi,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2024-07-20,24440.47,100.6991,242.7079
TXN0000478,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2024-12-03,1040.75,5.5382,187.9222
TXN0000479,INVQLGZU,Investor_0163,HUF,Bengaluru,Karnataka,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,2024-02-15,1950.66,8.9179,218.7353
TXN0000480,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2023-04-02,9752.66,31.0047,314.5541
TXN0000481,INVUK9E1,Investor_0133,Individual,Kolkata,West Bengal,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2024-09-14,24934.31,112.165,222.3003
TXN0000482,INVVIFTT,Investor_0155,Corporate,Jaipur,Rajasthan,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,2023-04-17,1975.96,9.2771,212.9942
TXN0000483,INVN9T84,Investor_0020,Corporate,Hyderabad,Telangana,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2022-11-19,4650.24,23.3829,198.8732
TXN0000484,INVCKJLT,Investor_0093,HUF,Jaipur,Rajasthan,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2023-11-08,4914.61,21.2052,231.7642
TXN0000485,INVX4W6X,Investor_0185,Individual,Chennai,Tamil Nadu,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,2022-11-27,99580.42,642.8616,154.9018
TXN0000486,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,2022-11-26,4543.14,18.9674,239.5234
TXN0000487,INV7UR23,Investor_0035,HUF,Chennai,Tamil Nadu,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,2023-06-13,1822.36,12.8941,141.333
TXN0000488,INVCGVYI,Investor_0047,Corporate,Chennai,Tamil Nadu,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2023-08-04,537.85,2.8824,186.6008
TXN0000489,INVXEPQ8,Investor_0022,Corporate,Jaipur,Rajasthan,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,2022-12-16,107346.05,567.9436,189.0083
TXN0000490,INVZHWJR,Investor_0057,HUF,Jaipur,Rajasthan,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,2023-01-08,2117.85,8.9988,235.3492
TXN0000491,INV2O7S3,Investor_0160,Corporate,Lucknow,Uttar Pradesh,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2023-12-03,2089.67,10.4012,200.9069
TXN0000492,INVJ43D5,Investor_0117,Corporate,Delhi,Delhi,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,2024-02-29,945.96,4.5627,207.3241
TXN0000493,INVCIYHE,Investor_0034,Individual,Jaipur,Rajasthan,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,2024-10-29,5022.71,23.867,210.4457
TXN0000494,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2022-03-21,935.48,4.2733,218.9139
TXN0000495,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,2022-09-24,996.45,5.0728,196.4304
TXN0000496,INVVIFTT,Investor_0155,Corporate,Jaipur,Rajasthan,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,2024-01-29,50220.44,268.6333,186.9479
TXN0000497,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2024-09-14,5438.42,26.4973,205.2444
TXN0000498,INVD5EQY,Investor_0197,Individual,Ahmedabad,Gujarat,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2023-06-06,985.1,4.9684,198.2741
TXN0000499,INVYLURT,Investor_0123,HUF,Bengaluru,Karnataka,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2024-04-16,10196.58,59.7993,170.5134
TXN0000500,INV0L725,Investor_0066,HUF,Chennai,Tamil Nadu,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2022-08-30,507.8,3.1058,163.5005
TXN0000501,INVV2ISQ,Investor_0134,Individual,Mumbai,Maharashtra,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,2023-10-09,5187.77,39.0252,132.9338
TXN0000502,INV9MX2X,Investor_0105,Individual,Ahmedabad,Gujarat,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,2023-06-04,1970.43,36.068,54.6309
TXN0000503,INV3J2D5,Investor_0067,Corporate,Ahmedabad,Gujarat,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2024-03-24,25559.4,141.7746,180.282
TXN0000504,INVIA5U6,Investor_0194,Individual,Mumbai,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,2024-09-17,93574.39,427.6242,218.8239
TXN0000505,INV5935A,Investor_0065,HUF,Jaipur,Rajasthan,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,2024-03-26,26370.97,84.7932,311.0034
TXN0000506,INV3R30M,Investor_0189,Individual,Delhi,Delhi,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,2022-11-28,4946.59,15.4975,319.1869
TXN0000507,INVLA753,Investor_0026,Individual,Hyderabad,Telangana,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2022-04-17,52860.81,250.3707,211.1302
TXN0000508,INVHOCN9,Investor_0042,Corporate,Hyderabad,Telangana,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,2024-08-23,1064.65,3.0478,349.3188
TXN0000509,INV7PZE9,Investor_0154,HUF,Kolkata,West Bengal,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,2024-01-30,952.62,3.4753,274.1147
TXN0000510,INVAZYTJ,Investor_0021,Individual,Delhi,Delhi,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2024-03-31,54306.85,209.6008,259.0966
TXN0000511,INV49ITN,Investor_0158,Individual,Jaipur,Rajasthan,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2022-12-25,544.57,2.4079,226.1562
TXN0000512,INVI1B0Z,Investor_0164,HUF,Chennai,Tamil Nadu,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2024-11-27,470.17,3.4058,138.0496
TXN0000513,INVUJZA7,Investor_0074,Individual,Ahmedabad,Gujarat,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2022-03-15,5115.19,25.9031,197.4743
TXN0000514,INVCKJLT,Investor_0093,HUF,Jaipur,Rajasthan,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2023-07-20,1834.74,8.1888,224.0561
TXN0000515,INVBNP84,Investor_0200,Individual,Lucknow,Uttar Pradesh,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2023-02-15,49054.51,184.5819,265.7601
TXN0000516,INVUK9E1,Investor_0133,Individual,Kolkata,West Bengal,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2023-12-14,1009.92,5.4359,185.787
TXN0000517,INVY9V86,Investor_0089,Corporate,Lucknow,Uttar Pradesh,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,2024-04-07,4954.76,15.2051,325.8614
TXN0000518,INVWRDML,Investor_0148,HUF,Jaipur,Rajasthan,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2022-08-07,1962.85,13.5549,144.8072
TXN0000519,INVCBPLJ,Investor_0144,HUF,Ahmedabad,Gujarat,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,2022-08-28,9679.93,40.5579,238.6697
TXN0000520,INVOCWBF,Investor_0132,Corporate,Pune,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,2024-02-12,10388.38,36.9079,281.4678
TXN0000521,INVD84U8,Investor_0145,Individual,Hyderabad,Telangana,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,2024-07-28,27306.19,297.0366,91.9287
TXN0000522,INVU2GC5,Investor_0175,Individual,Mumbai,Maharashtra,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,2023-06-13,498.2,3.975,125.3344
TXN0000523,INVH9SDB,Investor_0018,HUF,Bengaluru,Karnataka,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2024-04-24,5300.16,20.6252,256.9755
TXN0000524,INV60RJI,Investor_0091,Corporate,Chennai,Tamil Nadu,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,2023-06-24,520.08,3.8935,133.5778
TXN0000525,INV5OWF7,Investor_0064,Individual,Mumbai,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,2023-12-02,51736.98,154.68,334.4775
TXN0000526,INVN9T84,Investor_0020,Corporate,Hyderabad,Telangana,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,2023-03-24,96277.46,580.4911,165.8552
TXN0000527,INVQX6GV,Investor_0147,HUF,Pune,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,2023-02-13,4999.0,18.9551,263.7289
TXN0000528,INV6T4UF,Investor_0061,Corporate,Jaipur,Rajasthan,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,2023-05-27,4729.21,19.2353,245.8611
TXN0000529,INV7S55J,Investor_0159,HUF,Mumbai,Maharashtra,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2022-06-10,923.98,10.0163,92.2477
TXN0000530,INV2KNFT,Investor_0174,HUF,Bengaluru,Karnataka,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,2022-03-28,526.42,4.0426,130.2174
TXN0000531,INVP0LZJ,Investor_0124,Individual,Jaipur,Rajasthan,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,2023-07-17,24961.7,341.3001,73.1371
TXN0000532,INV1GHR0,Investor_0126,Individual,Lucknow,Uttar Pradesh,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-Out,2022-09-20,9795.76,28.3641,345.358
TXN0000533,INV1IBLJ,Investor_0014,Individual,Mumbai,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2022-03-08,108793.09,722.6462,150.5482
TXN0000534,INV9TZE5,Investor_0129,Corporate,Pune,Maharashtra,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2022-09-04,1982.88,28.1629,70.4075
TXN0000535,INVXPJ4H,Investor_0179,HUF,Kolkata,West Bengal,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2022-01-25,25946.05,117.4207,220.9666
TXN0000536,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,2023-06-16,965.09,4.0954,235.6501
TXN0000537,INVE6IVW,Investor_0048,HUF,Mumbai,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2023-12-04,4769.41,39.0606,122.1028
TXN0000538,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,2024-02-02,47105.32,182.879,257.5764
TXN0000539,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2022-09-26,93597.78,276.6942,338.2716
TXN0000540,INVWRDML,Investor_0148,HUF,Jaipur,Rajasthan,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2024-06-04,10608.18,42.2641,250.9977
TXN0000541,INV8P0TV,Investor_0098,HUF,Jaipur,Rajasthan,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2022-01-20,1989.19,9.6889,205.3051
TXN0000542,INVVS4F8,Investor_0046,Individual,Bengaluru,Karnataka,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,2024-11-24,2198.22,7.6314,288.0493
TXN0000543,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2022-04-08,9501.95,151.2698,62.8146
TXN0000544,INVXEQBN,Investor_0102,HUF,Hyderabad,Telangana,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,2023-06-05,471.55,2.0023,235.5011
TXN0000545,INVXR2DH,Investor_0122,Individual,Pune,Maharashtra,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,2024-01-08,23798.85,112.0239,212.4444
TXN0000546,INVCBPLJ,Investor_0144,HUF,Ahmedabad,Gujarat,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2022-09-06,22599.18,116.2997,194.3185
TXN0000547,INVWZS3T,Investor_0090,HUF,Jaipur,Rajasthan,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2023-08-06,2191.75,9.5665,229.1078
TXN0000548,INV60RJI,Investor_0091,Corporate,Chennai,Tamil Nadu,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,2024-07-04,105494.89,1529.1707,68.9883
TXN0000549,INVAZYTJ,Investor_0021,Individual,Delhi,Delhi,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,2022-10-24,9927.5,44.9095,221.0558
TXN0000550,INVJ2QP8,Investor_0043,Individual,Lucknow,Uttar Pradesh,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2022-05-27,53489.01,583.3972,91.6854
TXN0000551,INVAZYTJ,Investor_0021,Individual,Delhi,Delhi,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,Redemption,2023-08-20,4813.48,11.2637,427.3457
TXN0000552,INVUY0BV,Investor_0182,Corporate,Pune,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,2024-06-30,47712.48,155.4287,306.9735
TXN0000553,INVBNP84,Investor_0200,Individual,Lucknow,Uttar Pradesh,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,2023-01-12,98279.78,1078.3694,91.1374
TXN0000554,INVMDD4V,Investor_0006,Corporate,Kolkata,West Bengal,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,Lumpsum,2022-06-13,10880.87,29.4216,369.8262
TXN0000555,INVZW9XA,Investor_0054,Individual,Ahmedabad,Gujarat,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,2024-08-27,919.11,3.2623,281.7405
TXN0000556,INVX63CF,Investor_0141,HUF,Jaipur,Rajasthan,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2022-06-20,50239.83,264.8043,189.7244
TXN0000557,INVLC58D,Investor_0027,Individual,Pune,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,2024-03-09,1833.72,7.9773,229.8664
TXN0000558,INVKPUXQ,Investor_0080,Corporate,Bengaluru,Karnataka,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2022-09-16,9886.32,49.5436,199.5477
TXN0000559,INVCIYHE,Investor_0034,Individual,Jaipur,Rajasthan,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,2024-01-01,453.52,3.0264,149.8569
TXN0000560,INVAIR4C,Investor_0084,HUF,Lucknow,Uttar Pradesh,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2022-10-04,10097.09,99.7787,101.1948
TXN0000562,INVP49KW,Investor_0135,Corporate,Chennai,Tamil Nadu,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2023-04-11,24908.26,187.9259,132.543
TXN0000563,INV5JSG6,Investor_0023,HUF,Hyderabad,Telangana,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Redemption,2022-11-15,24561.02,304.6324,80.6251
TXN0000564,INVKEP7Y,Investor_0078,Corporate,Pune,Maharashtra,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2024-08-18,1937.55,10.6398,182.1038
TXN0000565,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,2024-05-31,95992.21,500.8578,191.6556
TXN0000566,INVTZ0YN,Investor_0075,Corporate,Ahmedabad,Gujarat,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2023-01-22,504.82,1.9738,255.7592
TXN0000567,INV18HAF,Investor_0106,Corporate,Kolkata,West Bengal,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,2024-03-09,47498.96,339.148,140.0538
TXN0000568,INVNAM14,Investor_0097,Corporate,Delhi,Delhi,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,2023-05-06,984.45,4.9639,198.3221
TXN0000569,INVUK9E1,Investor_0133,Individual,Kolkata,West Bengal,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Redemption,2024-12-25,10296.91,35.8825,286.962
TXN0000570,INV2IAGL,Investor_0069,Individual,Mumbai,Maharashtra,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2023-08-17,936.48,3.1289,299.303
TXN0000571,INVRTJ5P,Investor_0029,Corporate,Lucknow,Uttar Pradesh,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,2024-10-04,95442.68,1179.3822,80.926
TXN0000572,INVPVS7H,Investor_0049,Corporate,Bengaluru,Karnataka,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,2024-12-31,1819.85,19.6506,92.6104
TXN0000573,INVMDD4V,Investor_0006,Corporate,Kolkata,West Bengal,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,2024-06-16,9538.39,34.135,279.4317
TXN0000574,INVK0GET,Investor_0187,Corporate,Lucknow,Uttar Pradesh,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,2024-10-07,930.14,6.8439,135.9075
TXN0000575,INVEDTJV,Investor_0056,Corporate,Pune,Maharashtra,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2024-10-17,10571.45,150.4227,70.2783
TXN0000576,INV6VZ41,Investor_0096,Corporate,Delhi,Delhi,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,2022-10-27,22901.12,241.1439,94.9687
TXN0000577,INVH75LX,Investor_0015,HUF,Mumbai,Maharashtra,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,2023-01-07,1008.64,3.0289,333.001
TXN0000578,INVZIOYK,Investor_0050,Individual,Kolkata,West Bengal,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,2023-05-25,462.2,2.421,190.9138
TXN0000579,INVHHPBM,Investor_0099,HUF,Hyderabad,Telangana,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,2022-07-12,469.92,5.0192,93.6247
TXN0000580,INVV2ISQ,Investor_0134,Individual,Mumbai,Maharashtra,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,2023-10-02,51814.42,269.4902,192.2683
TXN0000581,INV31YIH,Investor_0083,Individual,Chennai,Tamil Nadu,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,2023-09-04,950.66,2.8406,334.674
TXN0000582,INVL1CQ9,Investor_0051,Individual,Jaipur,Rajasthan,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,2023-04-29,5473.27,107.6712,50.8332
